1048,12041,11173.000000
1011,11708,11174.000000
753,8819,11173.000000
708,8302,11174.000000
861,10070,11175.000000
800,9402,11174.000000
661,7648,11175.000000
709,8165,11174.000000
1027,12061,11175.000000
1134,13262,11175.000000
813,9400,11175.000000
671,7811,11174.000000
720,8434,11173.000000
847,9790,11175.000000
789,9222,11174.000000
1112,12997,11175.000000
833,9711,11175.000000
900,10514,11174.000000
1098,12778,11175.000000
1285,14836,11175.000000
879,10292,11172.000000
955,11159,11175.000000
875,10249,11175.000000
803,9413,11175.000000
593,6887,11173.000000
901,9786,11173.000000
590,6870,11172.000000
799,9345,11175.000000
864,9909,11173.000000
1114,10687,11174.000000
611,7007,11173.000000
1113,12875,11175.000000
748,8714,11174.000000
899,10471,11175.000000
707,8163,11174.000000
913,10573,11174.000000
928,10632,11175.000000
789,9194,11174.000000
695,7896,11174.000000
599,6933,11173.000000
1012,11538,11175.000000
891,10396,11175.000000
826,9678,11175.000000
1092,12521,11175.000000
908,10550,11172.000000
827,9664,11174.000000
623,7315,11175.000000
999,11673,11175.000000
1049,12081,11174.000000
472,5398,11170.000000
564,6585,11173.000000
718,8370,11173.000000
528,6093,11173.000000
893,10246,11174.000000
958,11139,11175.000000
762,8595,11174.000000
1130,13135,11174.000000
897,10498,11175.000000
852,9701,11175.000000
860,9745,11173.000000
1254,14338,11175.000000
1065,12239,11175.000000
543,6313,11172.000000
604,7065,11174.000000
1105,12900,11175.000000
600,6915,11171.000000
699,8016,11175.000000
912,10493,11174.000000
722,8400,11174.000000
897,10434,11174.000000
783,9017,11175.000000
939,10790,11175.000000
974,11360,11174.000000
629,7352,11173.000000
791,9151,11174.000000
905,10544,11175.000000
546,6421,11174.000000
818,9415,11174.000000
825,9485,11175.000000
992,11564,11175.000000
926,10842,11175.000000
893,10322,11175.000000
836,9620,11175.000000
986,11480,11174.000000
1241,14433,11175.000000
857,9921,11173.000000
622,7198,11173.000000
925,10825,11175.000000
711,8338,11173.000000
1136,13325,11174.000000
1298,15078,11175.000000
727,8528,11173.000000
926,10858,11174.000000
729,8555,11173.000000
901,10485,11174.000000
755,8624,11175.000000
581,6806,11174.000000
694,8074,11173.000000
545,6286,11173.000000
730,8598,11174.000000
