7050,111,11041.000000
6818,112,11031.000000
6880,112,11035.000000
6839,112,11042.000000
6970,114,11038.000000
6848,112,11038.000000
7105,113,11039.000000
6873,112,11035.000000
7127,115,11031.000000
7028,114,11038.000000
6791,110,11041.000000
7087,115,11037.000000
6970,113,11036.000000
7038,111,11041.000000
6884,112,11040.000000
6839,112,11040.000000
6893,113,11040.000000
6947,113,11043.000000
6844,112,11037.000000
6811,111,11045.000000
6992,111,11035.000000
6755,110,11032.000000
6819,111,11041.000000
6968,111,11039.000000
6860,111,11040.000000
7053,114,11034.000000
7047,113,11036.000000
6824,112,11031.000000
5785,114,11036.000000
6980,115,11032.000000
6858,112,11047.000000
6969,113,11037.000000
7012,115,11038.000000
7151,113,11033.000000
6883,112,11037.000000
6844,112,11037.000000
7041,111,11032.000000
7127,116,11041.000000
6827,111,11039.000000
6789,111,11039.000000
7187,114,11035.000000
6906,113,11033.000000
6900,112,11039.000000
6965,113,11041.000000
6811,111,11038.000000
7184,114,11033.000000
6767,110,11037.000000
6954,113,11036.000000
6764,110,11034.000000
6752,110,11033.000000
6982,111,11036.000000
6922,113,11035.000000
6938,113,11036.000000
7014,114,11035.000000
6945,113,11043.000000
6892,112,11044.000000
7288,119,11041.000000
6911,113,11039.000000
7020,113,11043.000000
7079,114,11041.000000
6973,112,11041.000000
7261,118,11035.000000
6954,113,11042.000000
7080,112,11036.000000
7323,118,11038.000000
6786,111,11040.000000
6799,111,11034.000000
6943,113,11038.000000
6821,111,11040.000000
6717,110,11035.000000
7090,115,11033.000000
7222,115,11041.000000
6706,110,11039.000000
6777,111,11049.000000
6844,112,11032.000000
7148,116,11044.000000
7005,111,11035.000000
7174,117,11049.000000
6888,112,11037.000000
6920,112,11034.000000
6947,112,11035.000000
7050,114,11032.000000
6915,112,11042.000000
7072,112,11040.000000
6756,110,11037.000000
6777,110,11030.000000
6925,112,11033.000000
6843,111,11035.000000
6842,112,11037.000000
6830,111,11042.000000
6861,111,11041.000000
6938,110,11046.000000
6768,111,11037.000000
6901,112,11041.000000
6938,113,11036.000000
6954,113,11036.000000
7194,113,11031.000000
6840,111,11039.000000
6901,112,11044.000000
6978,113,11032.000000
