5,11303,0.176674
2,10735,0.195865
3,10084,0.153659
3,12038,0.208751
3,10543,0.198659
2,10595,0.183877
3,10816,0.169621
2,10516,0.182093
2,10829,0.172645
3,9989,0.159472
2,10117,0.165167
2,11740,0.208093
3,10320,0.229056
2,10501,0.170695
3,11894,0.210734
2,11771,0.204833
2,10686,0.195135
2,12039,0.183869
3,11595,0.221587
2,9967,0.170799
2,9954,0.196603
2,10417,0.168209
3,12029,0.190312
2,11223,0.200637
3,13388,0.185374
3,11611,0.232960
2,10032,0.177941
3,11238,0.231761
2,9950,0.168901
2,10373,0.197184
3,10707,0.214733
2,10061,0.183950
2,12949,0.224233
3,10828,0.217170
2,11404,0.161228
3,11313,0.162932
2,11614,0.185075
3,10654,0.166576
2,10410,0.218386
2,11687,0.199960
3,11139,0.235899
2,10753,0.195471
3,11564,0.188432
3,11157,0.190071
3,10774,0.164287
2,10391,0.201096
2,10770,0.173731
2,10522,0.175016
2,10373,0.158004
3,10301,0.174550
2,12121,0.190244
2,12071,0.191236
2,10915,0.213235
3,10809,0.246970
3,12671,0.190763
2,10816,0.182198
3,10896,0.188550
2,11356,0.180109
2,11030,0.189628
2,11077,0.188369
3,10635,0.163366
2,10637,0.175186
2,10389,0.208934
2,10415,0.196972
3,12072,0.191281
3,12205,0.176386
2,11284,0.194790
3,12585,0.215404
2,10835,0.199439
3,11399,0.205737
2,10376,0.196318
3,13101,0.199377
2,10513,0.255567
3,11273,0.195795
2,11317,0.200140
2,11124,0.194698
2,10718,0.173670
3,10846,0.178569
2,11070,0.209697
2,10376,0.170594
3,11843,0.193557
2,9844,0.187065
2,11309,0.171739
2,10038,0.212469
2,10994,0.208584
3,11239,0.177781
2,10228,0.204538
3,11160,0.180238
2,10332,0.173589
2,10980,0.184706
3,11348,0.194593
2,10684,0.162533
3,11752,0.206799
2,10836,0.209307
3,10867,0.208629
2,11368,0.196866
2,10371,0.195952
3,10488,0.213429
2,10707,0.198677
2,11385,0.204348
