24968,50000,100.000000
24504,50000,100.000000
24636,50000,179.000000
24484,50000,100.000000
24537,50000,179.000000
30666,50000,100.000000
30340,50000,100.000000
24729,50000,179.000000
24627,50000,179.000000
30574,50000,100.000000
30527,50000,100.000000
24455,50000,179.000000
30426,50000,100.000000
28025,50000,179.000000
28264,50000,179.000000
24521,50000,179.000000
24639,50000,179.000000
27922,50000,179.000000
28316,50000,179.000000
28159,50000,179.000000
30555,50000,100.000000
28209,50000,179.000000
24749,50000,100.000000
24614,50000,100.000000
24636,50000,100.000000
30520,50000,100.000000
27915,50000,179.000000
30541,50000,100.000000
24750,50000,100.000000
30396,50000,100.000000
24598,50000,100.000000
24480,50000,179.000000
24671,50000,100.000000
24377,50000,100.000000
24618,50000,100.000000
30444,50000,100.000000
28119,50000,179.000000
28335,50000,179.000000
27893,50000,179.000000
24653,50000,179.000000
28073,50000,179.000000
28339,50000,179.000000
28190,50000,179.000000
24418,50000,179.000000
28301,50000,179.000000
24498,50000,100.000000
24641,50000,100.000000
28311,50000,179.000000
30298,50000,100.000000
28235,50000,179.000000
30277,50000,100.000000
30545,50000,100.000000
24555,50000,179.000000
24840,50000,179.000000
28202,50000,179.000000
30420,50000,100.000000
24804,50000,179.000000
24779,50000,179.000000
30271,50000,100.000000
30619,50000,100.000000
28154,50000,179.000000
24667,50000,100.000000
24687,50000,100.000000
30529,50000,100.000000
28077,50000,179.000000
28384,50000,179.000000
30521,50000,100.000000
24461,50000,179.000000
30492,50000,100.000000
24841,50000,179.000000
28388,50000,179.000000
24637,50000,100.000000
24666,50000,100.000000
28334,50000,179.000000
24642,50000,179.000000
24419,50000,179.000000
24395,50000,179.000000
30560,50000,100.000000
24768,50000,100.000000
24705,50000,179.000000
28216,50000,179.000000
30535,50000,100.000000
30647,50000,100.000000
30580,50000,100.000000
24335,50000,100.000000
24666,50000,179.000000
30620,50000,100.000000
30561,50000,100.000000
30437,50000,100.000000
27917,50000,179.000000
24642,50000,179.000000
28073,50000,179.000000
24561,50000,179.000000
24555,50000,100.000000
28260,50000,179.000000
24679,50000,179.000000
30201,50000,100.000000
24612,50000,179.000000
24234,50000,179.000000
28277,50000,179.000000
