10116238,142175,0.413352
3154687,48408,0.505031
3206795,50297,0.513177
653153,10198,0.534899
3761979,58862,0.472448
2090905,33123,0.507587
1792943,28384,0.501358
1787877,27825,0.534419
833151,12908,0.541128
539633,9046,0.590481
