1860049,76145,0.377681
103916,4489,0.588056
1261299,52090,0.367258
610315,25946,0.379538
1479747,62559,0.380137
1390197,57865,0.366958
1220266,51612,0.364562
988023,41319,0.363723
925825,39053,0.387804
2766930,114229,0.353480
