1769,45,158.000000
748,18,140.000000
1099,27,40.000000
758,18,44.000000
1107,27,48.000000
644,15,39.000000
665,16,40.000000
648,15,35.000000
1541,38,42.000000
1103,27,44.000000
1149,27,38.000000
847,21,140.000000
905,21,34.000000
1381,34,150.000000
647,15,28.000000
611,14,31.000000
791,19,53.000000
1369,34,56.000000
1449,38,61.000000
962,24,142.000000
1682,42,47.000000
943,23,46.000000
1280,32,144.000000
651,15,34.000000
612,14,32.000000
724,18,45.000000
781,19,131.000000
1027,25,39.000000
1762,45,54.000000
1557,38,45.000000
872,22,149.000000
607,14,28.000000
698,16,31.000000
988,25,141.000000
640,15,33.000000
673,16,35.000000
663,15,33.000000
1697,42,47.000000
736,18,45.000000
651,15,30.000000
1231,29,38.000000
683,16,37.000000
1235,30,43.000000
877,17,135.000000
823,20,42.000000
682,16,35.000000
782,20,47.000000
1051,26,45.000000
727,18,41.000000
1272,31,42.000000
743,18,41.000000
598,13,26.000000
710,17,33.000000
1193,29,43.000000
764,19,50.000000
689,16,37.000000
641,15,35.000000
1394,36,47.000000
1402,36,54.000000
766,19,45.000000
959,23,43.000000
1000,24,38.000000
1422,37,59.000000
909,22,43.000000
706,16,39.000000
1109,27,47.000000
972,24,42.000000
796,19,132.000000
1308,33,54.000000
797,20,49.000000
1146,29,53.000000
1952,44,55.000000
1361,36,69.000000
1070,27,59.000000
760,19,45.000000
960,24,45.000000
1541,38,36.000000
1208,31,56.000000
771,19,139.000000
835,21,50.000000
1014,25,48.000000
1089,27,140.000000
1195,31,73.000000
1051,25,31.000000
773,19,136.000000
792,19,34.000000
1245,31,44.000000
683,16,32.000000
1156,29,47.000000
1095,26,36.000000
838,21,138.000000
751,17,129.000000
1387,37,70.000000
675,16,41.000000
1122,28,148.000000
1063,27,50.000000
974,25,56.000000
715,17,31.000000
857,16,31.000000
1516,40,65.000000
